"customerid","recency","frequency","monetary","segment"
"14573","179 days 01:35:00","13","1603.72","Loyal"
"14576","371 days 18:59:00","1","35.40","Lost"
"14577","12 days 00:03:00","4","859.71","Regular"
"14578","2 days 19:32:00","1","168.63","New"
"14581","16 days 00:11:00","1","138.60","New"
"14582","40 days 00:54:00","1","114.11","New"
"14583","5 days 00:18:00","5","1052.55","Regular"
"14584","168 days 18:17:00","5","1029.26","Regular"
"14585","49 days 22:17:00","1","157.05","New"
"14586","226 days 19:18:00","3","134.16","Lost"
"14587","18 days 01:16:00","10","1598.24","Loyal"
"14589","371 days 01:08:00","1","39.75","Lost"
"14591","14 days 22:53:00","4","1447.14","Regular"
"14592","34 days 20:15:00","3","570.46","Regular"
"14593","21 days 00:02:00","3","617.99","Regular"
"14594","6 days 23:22:00","2","379.83","Regular"
"14595","19 days 00:38:00","6","1740.60","Regular"
"14597","10 days 23:37:00","2","883.15","Regular"
"14598","43 days 23:31:00","1","221.97","Regular"
"14600","305 days 03:02:00","1","393.33","Lost"
"14601","10 days 03:02:00","1","213.96","Regular"
"14603","274 days 02:23:00","1","660.00","Lost"
"14606","17:22:00","128","11713.85","Loyal"
"14607","15 days 02:15:00","17","11341.10","Loyal"
"14608","3 days 19:58:00","4","1785.15","Regular"
"14609","71 days 23:56:00","4","601.56","Regular"
"14616","242 days 02:56:00","3","406.08","Lost"
"14618","8 days 23:05:00","4","538.59","Regular"
"14619","238 days 19:37:00","2","379.51","Lost"
"14620","203 days 22:36:00","3","393.28","Lost"
"14621","20:28:00","6","1765.76","Regular"
"14622","184 days 00:08:00","1","320.58","Lost"
"14623","31 days 22:54:00","6","869.35","Regular"
"14624","56 days 23:06:00","2","225.85","Regular"
"14625","184 days 21:10:00","5","848.48","Lost"
"14626","8 days 03:55:00","7","2757.07","Regular"
"14627","311 days 02:01:00","1","-21.85","Lost"
"14628","90 days 21:52:00","2","671.96","Regular"
"14629","3 days 19:55:00","3","939.21","Regular"
"14631","50 days 01:33:00","3","1006.98","Regular"
"14632","262 days 04:01:00","1","114.56","Lost"
"14633","265 days 19:43:00","1","344.90","Lost"
"14636","35 days 20:38:00","2","609.85","Regular"
"14638","50 days 02:40:00","1","443.60","Regular"
"14639","51 days 21:44:00","8","2952.34","Regular"
"14640","15 days 01:50:00","8","2042.15","Regular"
"14641","21 days 02:08:00","1","110.46","New"
"14642","58 days 01:42:00","1","96.12","New"
"14643","169 days 22:09:00","3","668.61","Regular"
"14644","8 days 21:52:00","4","780.46","Regular"
"14645","156 days 03:35:00","2","597.09","Regular"
"14646","1 day 00:38:00","77","279489.02","Loyal"
"14647","200 days 23:10:00","1","243.22","Lost"
"14649","4 days 00:20:00","4","1417.29","Regular"
"14651","66 days 20:58:00","2","654.60","Regular"
"14652","76 days 22:29:00","1","114.18","New"
"14653","23:05:00","7","1947.55","Regular"
"14655","3 days 01:58:00","5","1930.15","Regular"
"14656","168 days 22:59:00","2","291.05","Regular"
"14657","17 days 00:03:00","5","838.27","Regular"
"14658","4 days 21:15:00","2","247.15","Regular"
"14659","8 days 00:33:00","12","2456.53","Loyal"
"14660","86 days 01:16:00","2","285.74","Regular"
"14661","26 days 00:59:00","1","107.95","New"
"14662","28 days 00:37:00","4","771.17","Regular"
"14664","19 days 01:51:00","2","637.89","Regular"
"14665","60 days 00:56:00","7","1258.38","Regular"
"14666","23 days 23:53:00","1","195.25","New"
"14667","10 days 01:20:00","27","9231.20","Loyal"
"14669","241 days 01:07:00","3","1269.99","Lost"
"14670","279 days 22:37:00","2","411.53","Lost"
"14672","234 days 02:31:00","2","765.55","Lost"
"14673","2 days 22:19:00","5","1736.40","Regular"
"14675","15 days 23:52:00","1","604.75","Regular"
"14676","30 days 23:21:00","8","2543.24","Regular"
"14679","371 days 02:43:00","1","-2.55","Lost"
"14680","24 days 19:51:00","23","26932.34","Loyal"
"14681","70 days 20:58:00","3","498.95","Regular"
"14682","187 days 00:38:00","2","52.00","Lost"
"14684","25 days 01:17:00","5","1236.28","Regular"
"14687","106 days 00:51:00","1","628.38","Regular"
"14688","7 days 00:24:00","27","5107.38","Loyal"
"14689","208 days 01:28:00","1","112.80","Lost"
"14690","43 days 21:11:00","3","358.61","Regular"
"14691","30 days 00:20:00","5","2114.33","Regular"
"14692","136 days 21:42:00","5","582.05","Regular"
"14693","264 days","1","172.90","Lost"
"14696","3 days 23:07:00","9","2070.97","Regular"
"14697","217 days 21:11:00","2","188.61","Lost"
"14698","1 day 00:24:00","5","1250.76","Regular"
"14699","213 days 21:56:00","1","109.13","Lost"
"14700","31 days 22:10:00","3","2235.30","Regular"
"14701","10 days 00:12:00","12","2486.22","Loyal"
"14702","17:21:00","18","3250.64","Loyal"
"14703","14 days 03:27:00","1","318.17","Regular"
"14704","10 days 23:59:00","9","1546.91","Regular"
"14705","198 days 00:11:00","1","179.00","Lost"
"14708","2 days 04:29:00","4","1096.67","Regular"
"14709","14 days 21:09:00","14","4911.14","Loyal"
"14710","13 days 21:57:00","4","606.13","Regular"
"14711","9 days 21:52:00","12","2838.20","Loyal"
"14712","28 days 23:51:00","3","917.07","Regular"
"14713","8 days 20:24:00","12","2664.26","Loyal"
"14714","23 days 23:43:00","1","160.19","New"
"14715","24 days 00:40:00","4","867.38","Regular"
"14716","42 days 19:21:00","2","329.68","Regular"
"14719","1 day 00:07:00","6","1592.18","Regular"
"14720","5 days 00:48:00","3","663.81","Regular"
"14722","146 days 21:52:00","1","187.92","New"
"14723","9 days 21:27:00","6","1158.30","Regular"
"14725","24 days 00:08:00","1","718.08","Regular"
"14727","273 days 22:05:00","1","268.58","Lost"
"14729","373 days 00:07:00","1","313.49","Lost"
"14730","22:11:00","8","2005.06","Regular"
"14731","46 days 20:56:00","3","380.02","Regular"
"14732","7 days 22:16:00","10","2686.34","Loyal"
"14733","8 days 21:56:00","15","9451.54","Loyal"
"14735","3 days 00:41:00","34","5807.69","Loyal"
"14737","3 days 02:34:00","3","1164.55","Regular"
"14738","38 days 23:53:00","9","1289.94","Regular"
"14739","1 day 22:18:00","8","3899.10","Regular"
"14740","190 days 21:33:00","4","1423.21","Lost"
"14741","11 days 04:02:00","6","1400.34","Regular"
"14744","15 days 23:59:00","9","1088.53","Regular"
"14745","112 days 02:45:00","6","1167.16","Regular"
"14747","247 days 02:33:00","2","294.30","Lost"
"14748","28 days 18:17:00","6","1311.79","Regular"
"14752","43 days 00:55:00","1","389.64","Regular"
"14753","86 days 22:00:00","1","563.15","Regular"
"14754","44 days 00:49:00","2","638.05","Regular"
"14755","9 days 01:26:00","12","4965.38","Loyal"
"14756","14 days 18:37:00","1","738.96","Regular"
"14757","74 days 22:14:00","1","420.50","Regular"
"14758","144 days 04:29:00","4","1484.06","Regular"
"14759","4 days 00:47:00","3","1625.97","Regular"
"14760","293 days 22:14:00","2","53.80","Lost"
"14761","58 days 00:40:00","2","255.90","Regular"
"14762","263 days 04:30:00","1","300.52","Lost"
"14764","43 days 02:04:00","2","250.55","Regular"
"14765","28 days 16:57:00","3","254.11","Regular"
"14766","7 days 20:45:00","8","2423.07","Regular"
"14768","16 days 23:56:00","3","139.50","Regular"
"14769","2 days 02:26:00","10","10641.60","Loyal"
"14770","231 days 22:29:00","2","876.42","Lost"
"14772","111 days 21:46:00","1","139.26","New"
"14775","57 days 21:23:00","3","1011.90","Regular"
"14776","50 days 21:16:00","13","2195.58","Loyal"
"14777","3 days 23:30:00","2","-17.45","New"
"14778","126 days 21:27:00","2","730.86","Regular"
"14779","280 days 00:08:00","3","386.15","Lost"
"14780","54 days 00:04:00","2","447.68","Regular"
"14782","319 days 01:38:00","1","200.10","Lost"
"14784","25 days 23:20:00","2","289.99","Regular"
"14785","9 days 23:29:00","2","77.40","New"
"14788","6 days 19:44:00","2","679.44","Regular"
"14789","28 days 03:51:00","1","197.64","New"
"14790","16 days 03:22:00","4","745.06","Regular"
"14792","63 days 03:31:00","2","0.00","Lost"
"14793","3 days 20:25:00","2","214.14","Regular"
"14794","2 days 02:39:00","9","1272.11","Regular"
"14795","165 days 23:46:00","1","131.45","New"
"14796","21:19:00","27","7839.51","Loyal"
"14798","52 days 01:52:00","3","173.74","Regular"
"14799","50 days 20:34:00","1","157.70","New"
"14800","47 days 00:04:00","16","4236.34","Loyal"
"14801","60 days 21:26:00","1","193.14","New"
"14803","161 days 22:52:00","3","845.55","Regular"
"14804","8 days 01:30:00","1","353.27","Regular"
"14805","14 days 20:30:00","4","554.65","Regular"
"14806","74 days 21:18:00","1","193.39","New"
"14808","39 days 00:29:00","15","2175.37","Loyal"
"14810","40 days 01:31:00","11","2087.88","Loyal"
"14813","369 days 00:53:00","2","155.43","Lost"
"14815","36 days 01:14:00","2","778.50","Regular"
"14816","196 days 23:34:00","1","271.85","Lost"
"14817","199 days 23:15:00","2","1110.34","Lost"
"14818","73 days 01:49:00","3","657.80","Regular"
"14819","63 days 23:09:00","2","272.07","Regular"
"14820","20 days 21:09:00","4","507.29","Regular"
"14821","366 days 04:07:00","1","48.80","Lost"
"14823","179 days 23:38:00","3","321.43","Regular"
"14824","9 days 22:30:00","4","1127.71","Regular"
"14825","3 days 01:12:00","12","2226.91","Loyal"
"14828","196 days 02:34:00","3","2139.76","Lost"
"14829","28 days 20:34:00","6","644.65","Regular"
"14830","52 days 22:21:00","1","197.13","New"
"14834","17 days 02:20:00","8","1698.35","Regular"
"14836","9 days 20:05:00","3","102.45","Regular"
"14837","89 days 01:52:00","5","1641.20","Regular"
"14840","267 days 00:50:00","1","62.85","Lost"
"14841","52 days 21:47:00","6","3295.76","Regular"
"14842","34 days 23:41:00","8","2456.80","Regular"
"14844","63 days 02:09:00","4","3189.81","Regular"
"14847","148 days 01:58:00","1","309.40","Regular"
"14849","21 days 01:52:00","28","7904.28","Loyal"
"14850","311 days 01:29:00","2","278.15","Lost"
"14851","22 days 22:30:00","2","511.35","Regular"
"14852","57 days 23:30:00","6","2836.69","Regular"
"14853","8 days 03:06:00","3","463.05","Regular"
"14854","77 days 19:50:00","8","2749.89","Regular"
"14855","118 days 22:48:00","2","645.65","Regular"
"14856","35 days 21:57:00","3","1311.38","Regular"
"14857","59 days 03:27:00","3","1165.65","Regular"
"14859","12 days 01:32:00","5","1352.04","Regular"
"14860","8 days 03:06:00","2","168.62","New"
"14861","51 days 23:56:00","1","125.79","New"
"14862","25 days 02:49:00","2","841.20","Regular"
"14863","28 days 21:46:00","1","266.76","Regular"
"14865","6 days 20:25:00","2","52.20","New"
"14866","10 days 01:05:00","13","14197.45","Loyal"
"14867","185 days 01:11:00","4","701.33","Lost"
"14868","2 days 22:01:00","9","2939.64","Regular"
"14869","3 days 01:55:00","3","721.95","Regular"
"14870","261 days 01:59:00","1","327.25","Lost"
"14871","2 days 23:08:00","4","522.38","Regular"
"14873","209 days 22:58:00","1","519.68","Lost"
"14875","8 days 22:09:00","5","1448.72","Regular"
"14878","12 days 01:35:00","9","1485.54","Regular"
"14880","76 days 23:08:00","3","706.19","Regular"
"14881","19 days 01:44:00","1","255.40","Regular"
"14882","26 days 00:03:00","2","589.70","Regular"
"14883","18 days 02:27:00","7","756.64","Regular"
"14885","131 days 00:45:00","1","765.32","Regular"
"14886","252 days 03:54:00","1","364.80","Lost"
"14887","78 days 21:18:00","1","1862.00","Regular"
"14888","206 days 21:52:00","1","369.20","Lost"
"14889","335 days 21:31:00","1","135.90","Lost"
"14890","253 days 00:53:00","1","125.65","Lost"
"14891","147 days 18:42:00","2","554.38","Regular"
"14893","9 days 00:19:00","2","1237.85","Regular"
"14894","84 days 22:59:00","1","655.75","Regular"
"14895","7 days 03:27:00","24","11020.26","Loyal"
"14896","204 days 02:30:00","2","468.77","Lost"
"14897","7 days 02:18:00","4","1366.38","Regular"
"14898","22 days 21:56:00","8","1228.32","Regular"
"14901","10 days 19:41:00","10","1414.99","Loyal"
"14902","20 days 19:41:00","2","314.11","Regular"
"14903","20 days 20:43:00","10","2744.48","Loyal"
"14904","1 day 23:55:00","2","1025.44","Regular"
"14905","153 days 23:14:00","3","599.90","Regular"
"14907","2 days 22:36:00","10","3478.85","Loyal"
"14908","73 days 23:54:00","1","277.80","Regular"
"14910","2 days 02:44:00","7","389.86","Regular"
"14911","20:56:00","248","132572.62","Loyal"
"14912","16 days 00:21:00","3","841.52","Regular"
"14913","35 days 04:21:00","4","1227.43","Regular"
"14915","85 days 02:23:00","3","258.83","Regular"
"14916","70 days 03:30:00","5","1264.84","Regular"
"14918","115 days 01:00:00","2","1610.15","Regular"
"14920","212 days 02:18:00","2","977.77","Lost"
"14921","29 days 23:33:00","2","1316.07","Regular"
"14923","50 days 00:59:00","1","749.10","Regular"
"14924","245 days 03:25:00","1","310.05","Lost"
"14929","31 days 19:29:00","1","223.88","Regular"
"14930","108 days 02:19:00","3","2372.86","Regular"
"14931","4 days 02:31:00","6","964.68","Regular"
"14932","365 days 01:02:00","1","363.53","Lost"
"14934","72 days 03:05:00","3","1888.84","Regular"
"14935","296 days 22:06:00","1","1784.71","Lost"
"14936","8 days 21:43:00","9","8117.42","Regular"
"14937","56 days 00:21:00","4","1617.63","Regular"
"14944","29 days 03:40:00","14","5842.95","Loyal"
"14946","13 days 23:17:00","1","100.90","New"
"14947","71 days 21:02:00","2","290.82","Regular"
"14948","22 days 19:34:00","7","1066.57","Regular"
"14950","8 days 03:08:00","2","361.25","Regular"
"14951","78 days 21:35:00","1","311.69","Regular"
"14952","45 days 23:00:00","15","7912.79","Loyal"
"14953","24 days 21:51:00","1","289.82","Regular"
"14954","11 days 22:20:00","1","336.17","Regular"
"14957","252 days 18:51:00","1","58.49","Lost"
"14958","146 days 22:30:00","3","499.68","Regular"
"14959","58 days 20:22:00","5","684.97","Regular"
"14960","7 days 23:56:00","2","221.27","Regular"
"14961","10 days 03:08:00","12","7006.58","Loyal"
"14962","270 days 03:08:00","1","126.70","Lost"
"14963","9 days 00:34:00","5","1487.80","Regular"
"14964","246 days 22:37:00","1","206.21","Lost"
"14965","95 days 23:30:00","2","599.00","Regular"
"14966","14 days 00:30:00","1","191.32","New"
"14967","49 days 01:44:00","1","463.80","Regular"
"14968","29 days 22:52:00","1","147.59","New"
"14970","67 days 23:06:00","4","1592.06","Regular"
"14971","34 days 19:43:00","3","1116.57","Regular"
"14972","127 days 21:56:00","1","114.77","New"
"14973","106 days 20:59:00","3","1314.45","Regular"
"14974","36 days 23:49:00","1","114.39","New"
"14975","56 days 22:42:00","1","279.94","Regular"
"14976","56 days 20:13:00","8","765.86","Regular"
"14978","71 days 23:43:00","5","1931.42","Regular"
"14981","245 days 23:05:00","1","102.12","Lost"
"14984","18 days 22:22:00","2","213.27","Regular"
"14985","197 days 22:21:00","2","296.75","Lost"
"14987","15 days 02:51:00","2","326.40","Regular"
"14988","211 days 00:45:00","1","334.54","Lost"
"14995","38 days 01:11:00","2","233.23","Regular"
"14997","45 days 23:22:00","4","540.98","Regular"
"14998","169 days 19:20:00","2","429.87","Regular"
"15000","47 days 01:08:00","1","490.52","Regular"
"15002","115 days 02:06:00","4","1641.76","Regular"
"15004","146 days 22:45:00","1","1246.32","Regular"
"15005","15 days 00:25:00","35","6180.49","Loyal"
"15006","50 days 21:42:00","1","502.09","Regular"
"15007","158 days 20:50:00","1","156.91","New"
"15009","11 days 23:15:00","3","1261.78","Regular"
"15010","35 days 00:08:00","1","308.94","Regular"
"15012","53 days 00:28:00","2","423.04","Regular"
"15014","42 days 16:43:00","2","260.17","Regular"
"15016","172 days 00:44:00","1","170.04","New"
"15017","33 days 02:17:00","1","125.58","New"
"15018","38 days 00:03:00","4","456.26","Regular"
"15019","266 days 00:15:00","1","266.00","Lost"
"15021","8 days 00:57:00","13","1872.28","Loyal"
"15022","11 days 00:15:00","4","905.04","Regular"
"15023","2 days 19:27:00","12","6763.16","Loyal"
"15024","9 days 00:44:00","10","1661.33","Loyal"
"15025","32 days 21:30:00","1","377.01","Regular"
"15026","79 days 22:58:00","3","469.00","Regular"
"15027","30 days 02:34:00","6","1051.95","Regular"
"15028","7 days 22:44:00","4","627.13","Regular"
"15030","71 days 02:00:00","2","518.28","Regular"
"15031","3 days 22:31:00","4","668.14","Regular"
"15032","255 days 21:20:00","5","4464.10","Lost"
"15033","4 days 00:10:00","11","2571.02","Loyal"
"15034","15 days 00:39:00","11","4277.66","Loyal"
"15035","89 days 01:42:00","1","252.73","Regular"
"15036","71 days 21:08:00","3","465.55","Regular"
"15038","42 days 22:08:00","7","665.59","Regular"
"15039","9 days 01:19:00","52","19786.44","Loyal"
"15041","169 days 20:34:00","1","180.35","New"
"15042","198 days 20:25:00","1","135.93","Lost"
"15043","30 days 22:24:00","1","537.00","Regular"
"15044","18 days 23:30:00","22","7629.38","Loyal"
"15045","151 days 01:17:00","3","633.66","Regular"
"15046","8 days 21:00:00","16","5064.01","Loyal"
"15047","269 days 02:01:00","1","343.62","Lost"
"15048","64 days 21:55:00","5","380.57","Regular"
"15049","273 days 00:37:00","1","121.17","Lost"
"15050","24 days 20:33:00","5","1727.17","Regular"
"15051","22 days 21:12:00","3","1391.61","Regular"
"15052","318 days 20:58:00","1","215.78","Lost"
"15053","4 days 00:42:00","3","697.79","Regular"
"15054","11 days 21:48:00","2","302.10","Regular"
"15057","274 days 21:33:00","2","1489.50","Lost"
